NM_CANDIDATO,SG_PARTIDO,DS_CARGO,DT_DESPESA,SG_UF,ST_TURNO,DT_PRESTACAO_CONTAS,NR_CNPJ_PRESTADOR_CONTA,DS_TIPO_FORNECEDOR,NM_FORNECEDOR,NM_FORNECEDOR_RFB,DS_ORIGEM_DESPESA,DS_DESPESA,VR_DESPESA_CONTRATADA,SQ_DESPESA,SQ_CANDIDATO
RENAN BARBOSA CONTAR,PRTB,Governador,12/09/2022,MS,2,02/12/2022,47573155000180,Pessoa Jurídica,ADYEN BR LTDA,ADYEN DO BRASIL INSTITUICAO DE PAGAMENTO LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO FACEBOOK,15000,51176985,120001714229
RENAN BARBOSA CONTAR,PRTB,Governador,12/09/2022,MS,2,02/12/2022,47573155000180,Pessoa Jurídica,GOOGLE BRASIL INTERNET LTDA,GOOGLE BRASIL INTERNET LTDA.,Despesa com Impulsionamento de Conteúdos,YOUTUBE / GOOGLE,20000,51176984,120001714229
MAURO MENDES FERREIRA,UNIÃO,Governador,12/09/2022,MT,1,27/10/2022,47547289000127,Pessoa Jurídica,ADYEN BR LTDA,ADYEN DO BRASIL INSTITUICAO DE PAGAMENTO LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO FACEBOOK,7500,47920015,110001643543
MAURO MENDES FERREIRA,UNIÃO,Governador,12/09/2022,MT,1,27/10/2022,47547289000127,Pessoa Jurídica,ADYEN BR LTDA,ADYEN DO BRASIL INSTITUICAO DE PAGAMENTO LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO FACEBOOK,7500,47920071,110001643543
MAURO MENDES FERREIRA,UNIÃO,Governador,12/09/2022,MT,1,27/10/2022,47547289000127,Pessoa Jurídica,ADYEN BR LTDA,ADYEN DO BRASIL INSTITUICAO DE PAGAMENTO LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO FACEBOOK,7500,47920016,110001643543
MAURO MENDES FERREIRA,UNIÃO,Governador,12/09/2022,MT,1,27/10/2022,47547289000127,Pessoa Jurídica,GOOGLE BRASIL INTERNET LTDA,GOOGLE BRASIL INTERNET LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO YOUTUBE,15000,47920039,110001643543
MOISÉS FRANZ,PSOL,Governador,12/09/2022,MT,1,01/11/2022,47475145000102,Pessoa Jurídica,CARLOS HENRINQUE  LOUREIRO  GRANJA LTDA,CARLOS HENRIQUE LOUREIRO GRANJA LTDA,Despesa com Impulsionamento de Conteúdos,SERVIÇO DE MARKETING ELEITORAL,50000,49299928,110001611936
MAURO MENDES FERREIRA,UNIÃO,Governador,12/09/2022,MT,1,27/10/2022,47547289000127,Pessoa Jurídica,ADYEN BR LTDA,ADYEN DO BRASIL INSTITUICAO DE PAGAMENTO LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO FACEBOOK,7500,47920037,110001643543
MAURO MENDES FERREIRA,UNIÃO,Governador,12/09/2022,MT,1,27/10/2022,47547289000127,Pessoa Jurídica,ADYEN BR LTDA,ADYEN DO BRASIL INSTITUICAO DE PAGAMENTO LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO FACEBOOK,7500,47919979,110001643543
MAURO MENDES FERREIRA,UNIÃO,Governador,12/09/2022,MT,1,27/10/2022,47547289000127,Pessoa Jurídica,ADYEN BR LTDA,ADYEN DO BRASIL INSTITUICAO DE PAGAMENTO LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO FACEBOOK,7500,47920038,110001643543
ADJANY SIMPLICIO DE CASTRO,PSOL,Governador,12/09/2022,PB,1,01/11/2022,47528622000150,Pessoa Jurídica,DLOCAL BRASIL INSTITUICAO DE PAGAMENTO S.A.,DLOCAL BRASIL INSTITUICAO DE PAGAMENTO S.A.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO DE CONTEÚDO NO FACEBOOK,7850,49277283,150001635959
NILVAN FERREIRA DO NASCIMENTO,PL,Governador,12/09/2022,PB,1,01/11/2022,47574845000154,Pessoa Jurídica,ADYEN BR LTDA,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO NAS REDES SOCIAIS,1500,49996982,150001718119
DANILO JORGE DE BARROS CABRAL,PSB,Governador,12/09/2022,PE,1,26/06/2023,47508804000160,Pessoa Jurídica,GOOGLE BRASIL INTERNET LTDA,GOOGLE BRASIL INTERNET LTDA.,Despesa com Impulsionamento de Conteúdos,GOOGLE INTERNET,10000,51864032,170001618087
MARÍLIA VALENÇA ROCHA ARRAES DE ALENCAR,SOLIDARIEDADE,Governador,12/09/2022,PE,2,23/11/2022,47485979000107,Pessoa Jurídica,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO DE CONTEÚDO,7000,50973483,170001610442
CARLOS ROBERTO MASSA JUNIOR,PSD,Governador,12/09/2022,PR,1,14/11/2022,47492669000101,Pessoa Jurídica,GOOGLE BRASIL INTERNET LTDA,GOOGLE BRASIL INTERNET LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO DE CONTEUDO NA INTERNET,50000,50542174,160001614467
ROBERTO REQUIÃO DE MELLO E SILVA,PT,Governador,12/09/2022,PR,1,25/10/2022,47380323000111,Pessoa Jurídica,DLOCAL  A SERVIÇO DE FACEBOOK SERVIÇOS ON LINE DO BRASIL LTDA,DLOCAL BRASIL INSTITUICAO DE PAGAMENTO S.A.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTOS,75000,47445624,160001600815
ROBERTO REQUIÃO DE MELLO E SILVA,PT,Governador,12/09/2022,PR,1,25/10/2022,47380323000111,Pessoa Jurídica,GOOGLE BRASIL INTERNET LTDA,GOOGLE BRASIL INTERNET LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTOS DE CONTEUDO,80000,47445876,160001600815
MARCOS JOSÉ ROCHA DOS SANTOS,UNIÃO,Governador,12/09/2022,RO,2,18/11/2022,47463685000176,Pessoa Jurídica,GOOGLE INTERNET LTDA,GOOGLE BRASIL INTERNET LTDA.,Despesa com Impulsionamento de Conteúdos,MIDIA COM GOOGLE,10000,50772188,220001609511
MARCOS JOSÉ ROCHA DOS SANTOS,UNIÃO,Governador,12/09/2022,RO,2,18/11/2022,47463685000176,Pessoa Jurídica,DLOCAL A SERVIÇO DE FACEBOOK SERVIÇOS ONLINE DO BRASIL LTDA,DLOCAL BRASIL INSTITUICAO DE PAGAMENTO S.A.,Despesa com Impulsionamento de Conteúdos,MIDIA COM FACEBOOK,10000,50772513,220001609511
MARCOS ROGERIO DA SILVA BRITO,PL,Governador,12/09/2022,RO,2,07/06/2023,47552805000101,Pessoa Jurídica,GOOGLE BRASIL INTERNET LTDA,GOOGLE BRASIL INTERNET LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO DE CONTEUDOS,20000,51827956,220001647595
MARIA TERESA SAENZ SURITA GUIMARÂES,MDB,Governador,12/09/2022,RR,1,01/11/2022,47395379000140,Pessoa Jurídica,ADYEN BR LTDA,ADYEN DO BRASIL INSTITUICAO DE PAGAMENTO LTDA.,Despesa com Impulsionamento de Conteúdos,DESPESA COM IMPULSINAMENTO DE COTEUDO,20000,47629008,230001602186
JOÃO EDEGAR PRETTO,PT,Governador,12/09/2022,RS,1,30/03/2023,47423222000180,Pessoa Jurídica,GOOGLE INTERNET LTDA,GOOGLE BRASIL INTERNET LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO GOOGLE,5000,51665903,210001604469
ONYX DORNELLES LORENZONI,PL,Governador,12/09/2022,RS,2,18/11/2022,47464234000153,Pessoa Jurídica,FACEBOOK PROCESSADO POR ADYEN,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,Despesa com Impulsionamento de Conteúdos,DESPESAS COM IMPULSIONAMENTO,3500,50745557,210001609934
CARLOS EDUARDO VIEIRA DA CUNHA,PDT,Governador,12/09/2022,RS,1,24/10/2022,47493244000117,Pessoa Jurídica,DLOCAL A SERVIÇO DE FACEBOOK SERVIÇOS ONLINE DO BRASIL LTDA,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO FACEBOOK,25000,47341780,210001615206
JOÃO EDEGAR PRETTO,PT,Governador,12/09/2022,RS,1,30/03/2023,47423222000180,Pessoa Jurídica,FACEBOOK SERVIÇOS ONLINE DO BRASIL LTDA,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO FACEBOOK,7650,51666244,210001604469
PAULO SURUAGY DO AMARAL DANTAS,MDB,Governador,13/09/2022,AL,2,27/11/2022,47571253000189,Pessoa Jurídica,GOOGLE BRASIL INTERNET LTDA,GOOGLE BRASIL INTERNET LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO DE CONTEÚDO GOOGLE,50000,51069937,20001697934
CARLOS EDUARDO DE SOUZA BRAGA,MDB,Governador,13/09/2022,AM,2,30/01/2023,47470044000149,Pessoa Jurídica,GOOGLE BRASIL INTERNET LTDA,GOOGLE BRASIL INTERNET LTDA.,Despesa com Impulsionamento de Conteúdos,REF A IMPULSIONAMENTO DE CONTEUDO,15000,51503998,40001610345
CLÉCIO LUÍS VILHENA VIEIRA,SOLIDARIEDADE,Governador,13/09/2022,AP,1,01/11/2022,47508599000132,Pessoa Jurídica,FACEBOOK SERVIÇOS ONLINE DO BRASIL LTDA,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO DE CONTEÚDOS NAS REDES SOCIAIS.,1000,49637326,30001619676
ANTONIO CARLOS PEIXOTO DE MAGALHÃES NETO,UNIÃO,Governador,13/09/2022,BA,2,02/05/2023,47464493000184,Pessoa Jurídica,GOOGLE BRASIL INTERNET LTDA.,GOOGLE BRASIL INTERNET LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO GOOGLE OUTUBRO,"2867,46",51732241,50001609248
JERÔNIMO RODRIGUES SOUZA,PT,Governador,13/09/2022,BA,2,28/11/2022,47414150000105,Pessoa Jurídica,ADYEN DO BRASIL INSTITUICAO DE PAGAMENTO LTDA,ADYEN DO BRASIL INSTITUICAO DE PAGAMENTO LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMEENTO DE CONTEUDO,7735,51084243,50001603638
VERA LUCIA PEREIRA DA SILVA SALGADO,PSTU,Presidente,13/09/2022,BR,1,28/10/2022,47453692000197,Pessoa Jurídica,FACEBOOK BRASIL,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO EM REDES SOCIAIS,20000,48365577,280001607831
CIRO FERREIRA GOMES,PDT,Presidente,13/09/2022,BR,1,31/10/2022,47474850000195,Pessoa Jurídica,JOYO TECNOLOGIA BRASIL LTDA,JOYO TECNOLOGIA BRASIL LTDA.,Despesa com Impulsionamento de Conteúdos,DESPESA COM IMPULSIONAMENTO DE CONTEUDO,290000,48519288,280001612393
IBANEIS ROCHA BARROS JÚNIOR,MDB,Governador,13/09/2022,DF,1,22/11/2022,47552720000123,Pessoa Jurídica,FACEBOOK BRASIL,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,Despesa com Impulsionamento de Conteúdos,PRESTAÇÃO SERVIÇOS IMPULSIONAMENTO FACEBOOK,30000,50968211,70001651044
JOSÉ RENATO CASAGRANDE,PSB,Governador,13/09/2022,ES,2,19/11/2022,47552936000199,Pessoa Jurídica,FACEBOOK SERVIÇOS ONLINE DO BRASIL LTDA,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO DE CONTEUDO NAS REDES SOCIAIS,30000,50832622,80001649123
RONALDO RAMOS CAIADO,UNIÃO,Governador,13/09/2022,GO,1,05/12/2022,47547200000122,Pessoa Jurídica,FACEBOOK SERVIÇOS ONLINE DO BRASIL LTDA,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,Despesa com Impulsionamento de Conteúdos,IMPUCIONAMENTO DE CONTEUDO,5200,51223718,90001646326
RONALDO RAMOS CAIADO,UNIÃO,Governador,13/09/2022,GO,1,05/12/2022,47547200000122,Pessoa Jurídica,GOOGLE BRASIL INTERNET LTDA,GOOGLE BRASIL INTERNET LTDA.,Despesa com Impulsionamento de Conteúdos,IMPUSIONAMENTO DE CONTEUDO - GOOGLE,3000,51224095,90001646326
RONALDO RAMOS CAIADO,UNIÃO,Governador,13/09/2022,GO,1,05/12/2022,47547200000122,Pessoa Jurídica,FACEBOOK SERVIÇOS ONLINE DO BRASIL LTDA,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,Despesa com Impulsionamento de Conteúdos,IMPUCIONAMENTO DE COMBUSTIVEIS,5201,51223098,90001646326
RONALDO RAMOS CAIADO,UNIÃO,Governador,13/09/2022,GO,1,05/12/2022,47547200000122,Pessoa Jurídica,GOOGLE BRASIL INTERNET LTDA,GOOGLE BRASIL INTERNET LTDA.,Despesa com Impulsionamento de Conteúdos,IMPUSIONAMENTO DE CONTEUDO - GOOGLE,15000,51223500,90001646326
EDIVALDO DE HOLANDA BRAGA JÚNIOR,PSD,Governador,13/09/2022,MA,1,06/06/2023,47423134000189,Pessoa Jurídica,GOOGLE BRASIL INTERNET LTDA,GOOGLE BRASIL INTERNET LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO DE CONTEÚDOS NAS REDES SOCIAIS,5000,51825464,100001604435
EDIVALDO DE HOLANDA BRAGA JÚNIOR,PSD,Governador,13/09/2022,MA,1,06/06/2023,47423134000189,Pessoa Jurídica,GOOGLE BRASIL INTERNET LTDA,GOOGLE BRASIL INTERNET LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO DE CONTEÚDOS NAS REDES SOCIAIS,5000,51825465,100001604435
ANDRÉ PUCCINELLI,MDB,Governador,13/09/2022,MS,1,14/12/2022,47546087000160,Pessoa Jurídica,DLOCAL B I PAGAMENTO S.A,DLOCAL BRASIL INSTITUICAO DE PAGAMENTO S.A.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO FACEBOOK,20000,51334248,120001646278
ANDRÉ PUCCINELLI,MDB,Governador,13/09/2022,MS,1,14/12/2022,47546087000160,Pessoa Jurídica,DLOCAL B I PAGAMENTO S.A,DLOCAL BRASIL INSTITUICAO DE PAGAMENTO S.A.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO FACEBOOK,10000,51334194,120001646278
MOISÉS FRANZ,PSOL,Governador,13/09/2022,MT,1,01/11/2022,47475145000102,Pessoa Jurídica,DLOCAL A SERVIÇO DE FACEBOOK  LTDA,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,Despesa com Impulsionamento de Conteúdos,SERVIÇOS DE FACEBOOK,5000,49299950,110001611936
JOÃO AZEVEDO LINS FILHO,PSB,Governador,13/09/2022,PB,2,02/12/2022,47486128000170,Pessoa Jurídica,DLOCAL BRASIL INSTITUICAO DE PAGAMENTO S.A.,DLOCAL BRASIL INSTITUICAO DE PAGAMENTO S.A.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO DE CONTEÚDO,8000,51176253,150001613757
JOÃO AZEVEDO LINS FILHO,PSB,Governador,13/09/2022,PB,2,02/12/2022,47486128000170,Pessoa Jurídica,GOOGLE BRASIL INTERNET LTDA,GOOGLE BRASIL INTERNET LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO DE CONTEÚDO,12000,51175412,150001613757
ANDERSON FERREIRA RODRIGUES,PL,Governador,13/09/2022,PE,1,24/02/2023,47405831000107,Pessoa Jurídica,GOOGLE BRASIL INTERNET LTDA.,GOOGLE BRASIL INTERNET LTDA.,Despesa com Impulsionamento de Conteúdos,SERVIÇO DE IMPUCIONAMENTO,200000,51575076,170001602587
DANILO JORGE DE BARROS CABRAL,PSB,Governador,13/09/2022,PE,1,26/06/2023,47508804000160,Pessoa Jurídica,GOOGLE BRASIL INTERNET LTDA,GOOGLE BRASIL INTERNET LTDA.,Despesa com Impulsionamento de Conteúdos,GOOGLE INTERNET,10000,51864038,170001618087
DANILO JORGE DE BARROS CABRAL,PSB,Governador,13/09/2022,PE,1,26/06/2023,47508804000160,Pessoa Jurídica,GOOGLE BRASIL INTERNET LTDA,GOOGLE BRASIL INTERNET LTDA.,Despesa com Impulsionamento de Conteúdos,GOOGLE INTERNET,10000,51863774,170001618087
DANILO JORGE DE BARROS CABRAL,PSB,Governador,13/09/2022,PE,1,26/06/2023,47508804000160,Pessoa Jurídica,GOOGLE BRASIL INTERNET LTDA,GOOGLE BRASIL INTERNET LTDA.,Despesa com Impulsionamento de Conteúdos,GOOGLE INTERNET,10000,51863775,170001618087
DANILO JORGE DE BARROS CABRAL,PSB,Governador,13/09/2022,PE,1,26/06/2023,47508804000160,Pessoa Jurídica,GOOGLE BRASIL INTERNET LTDA,GOOGLE BRASIL INTERNET LTDA.,Despesa com Impulsionamento de Conteúdos,GOOGLE INTERNET,10000,51863776,170001618087
DANILO JORGE DE BARROS CABRAL,PSB,Governador,13/09/2022,PE,1,26/06/2023,47508804000160,Pessoa Jurídica,GOOGLE BRASIL INTERNET LTDA,GOOGLE BRASIL INTERNET LTDA.,Despesa com Impulsionamento de Conteúdos,GOOGLE INTERNET,10000,51863697,170001618087
MIGUEL DE SOUZA LEÃO COELHO,UNIÃO,Governador,13/09/2022,PE,1,31/10/2022,47422957000190,Pessoa Jurídica,DLOCAL BRASIL INSTITUICAO DE PAGAMENTO S.A.,DLOCAL BRASIL INSTITUICAO DE PAGAMENTO S.A.,Despesa com Impulsionamento de Conteúdos,DESPESA COM IMPULSIONAMENTO,50000,48636152,170001604111
MIGUEL DE SOUZA LEÃO COELHO,UNIÃO,Governador,13/09/2022,PE,1,31/10/2022,47422957000190,Pessoa Jurídica,GOOGLE BRASIL INTERNET LTDA,GOOGLE BRASIL INTERNET LTDA.,Despesa com Impulsionamento de Conteúdos,DESPESA COM IMPULSIONAMENTO,50000,48636357,170001604111
MIGUEL DE SOUZA LEÃO COELHO,UNIÃO,Governador,13/09/2022,PE,1,31/10/2022,47422957000190,Pessoa Jurídica,GOOGLE BRASIL INTERNET LTDA,GOOGLE BRASIL INTERNET LTDA.,Despesa com Impulsionamento de Conteúdos,DESPESA COM IMPULSIONAMENTO,50000,48636405,170001604111
DANILO JORGE DE BARROS CABRAL,PSB,Governador,13/09/2022,PE,1,26/06/2023,47508804000160,Pessoa Jurídica,GOOGLE BRASIL INTERNET LTDA,GOOGLE BRASIL INTERNET LTDA.,Despesa com Impulsionamento de Conteúdos,GOOGLE INTERNET,10000,51864039,170001618087
DANILO JORGE DE BARROS CABRAL,PSB,Governador,13/09/2022,PE,1,26/06/2023,47508804000160,Pessoa Jurídica,GOOGLE BRASIL INTERNET LTDA,GOOGLE BRASIL INTERNET LTDA.,Despesa com Impulsionamento de Conteúdos,GOOGLE INTERNET,10000,51864101,170001618087
MIGUEL DE SOUZA LEÃO COELHO,UNIÃO,Governador,13/09/2022,PE,1,31/10/2022,47422957000190,Pessoa Jurídica,DLOCAL BRASIL INSTITUICAO DE PAGAMENTO S.A.,DLOCAL BRASIL INSTITUICAO DE PAGAMENTO S.A.,Despesa com Impulsionamento de Conteúdos,DESPESA COM IMPULSIONAMENTO,50000,48636157,170001604111
SILVIO MENDES DE OLIVEIRA FILHO,UNIÃO,Governador,13/09/2022,PI,1,26/01/2023,47368979000119,Pessoa Jurídica,DLOCAL BRASIL INSTITUICAO DE PAGAMENTO S.A.,DLOCAL BRASIL INSTITUICAO DE PAGAMENTO S.A.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO DAS REDES SOCIAIS,50000,51483322,180001600497
ANGELA ALVES MACHADO,PSOL,Governador,13/09/2022,PR,1,04/11/2022,47517400000132,Pessoa Jurídica,DLOCAL A SERVIÇO DE FACEBOOK,DLOCAL BRASIL INSTITUICAO DE PAGAMENTO S.A.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO DE FACEBOOK,3500,50226849,160001621857
CARLOS ROBERTO MASSA JUNIOR,PSD,Governador,13/09/2022,PR,1,14/11/2022,47492669000101,Pessoa Jurídica,FACEBOOK SERVIÇOS ONLINE DO BRASIL LTDA,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO DE CONTEUDOSNA INTERNET,37500,50542077,160001614467
CARLOS ROBERTO MASSA JUNIOR,PSD,Governador,13/09/2022,PR,1,14/11/2022,47492669000101,Pessoa Jurídica,FACEBOOK SERVIÇOS ONLINE DO BRASIL LTDA,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO DE CONTEUDOS PARA INTERNET,50000,50542270,160001614467
RODRIGO NEVES BARRETO,PDT,Governador,13/09/2022,RJ,1,27/04/2023,47492872000188,Pessoa Jurídica,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO DE CONTEUDO,45000,51726487,190001614665
RODRIGO NEVES BARRETO,PDT,Governador,13/09/2022,RJ,1,27/04/2023,47492872000188,Pessoa Jurídica,GOOGLE BRASIL INTERNET LTDA,GOOGLE BRASIL INTERNET LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO DE CONTEUDO,75000,51726837,190001614665
MARIA DE FATIMA BEZERRA,PT,Governador,13/09/2022,RN,1,25/11/2022,47464199000172,Pessoa Jurídica,GOOGLE BRASIL INTERNET LTDA,GOOGLE BRASIL INTERNET LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO,10000,51048538,200001608810
MARIA DE FATIMA BEZERRA,PT,Governador,13/09/2022,RN,1,25/11/2022,47464199000172,Pessoa Jurídica,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO,7500,51048390,200001608810
MARIA DE FATIMA BEZERRA,PT,Governador,13/09/2022,RN,1,25/11/2022,47464199000172,Pessoa Jurídica,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO,7500,51048555,200001608810
MARCOS ROGERIO DA SILVA BRITO,PL,Governador,13/09/2022,RO,2,07/06/2023,47552805000101,Pessoa Jurídica,ADYEN DO BRASIL LTDA,ADYEN DO BRASIL INSTITUICAO DE PAGAMENTO LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO DE CONTEUDOS,7000,51827045,220001647595
MARCOS ROGERIO DA SILVA BRITO,PL,Governador,13/09/2022,RO,2,07/06/2023,47552805000101,Pessoa Jurídica,ADYEN DO BRASIL LTDA,ADYEN DO BRASIL INSTITUICAO DE PAGAMENTO LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO DE CONTEUDOS,7000,51827046,220001647595
MARCOS ROGERIO DA SILVA BRITO,PL,Governador,13/09/2022,RO,2,07/06/2023,47552805000101,Pessoa Jurídica,ADYEN DO BRASIL LTDA,ADYEN DO BRASIL INSTITUICAO DE PAGAMENTO LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO DE CONTEUDOS,6000,51828215,220001647595
ANTONIO OLIVERIO GARCIA DE ALMEIDA,PP,Governador,13/09/2022,RR,1,01/11/2022,47423086000129,Pessoa Jurídica,ADYEN BR LTDA,ADYEN DO BRASIL INSTITUICAO DE PAGAMENTO LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO DE CONTEUDO,6000,48923687,230001604255
MARIA TERESA SAENZ SURITA GUIMARÂES,MDB,Governador,13/09/2022,RR,1,01/11/2022,47395379000140,Pessoa Jurídica,ADYEN BR LTDA,ADYEN DO BRASIL INSTITUICAO DE PAGAMENTO LTDA.,Despesa com Impulsionamento de Conteúdos,DESPESA COM IMPULSINAMENTO DE COTEUDO,20000,47628454,230001602186
ONYX DORNELLES LORENZONI,PL,Governador,13/09/2022,RS,2,18/11/2022,47464234000153,Pessoa Jurídica,GOOGLE BRASIL INTERNET LTDA,GOOGLE BRASIL INTERNET LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO DE CONTEUDO NA INTERNET,6500,50742807,210001609934
ROBERTO ARGENTA,PSC,Governador,13/09/2022,RS,1,28/10/2022,47470259000160,Pessoa Jurídica,ADYEN DO BRASIL INSTITUICAO DE PAGAMENTO LTDA,ADYEN DO BRASIL INSTITUICAO DE PAGAMENTO LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO,5000,48143685,210001609945
ROBERTO ARGENTA,PSC,Governador,13/09/2022,RS,1,28/10/2022,47470259000160,Pessoa Jurídica,ADYEN DO BRASIL INSTITUICAO DE PAGAMENTO LTDA,ADYEN DO BRASIL INSTITUICAO DE PAGAMENTO LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO,5000,48142688,210001609945
ROBERTO ARGENTA,PSC,Governador,13/09/2022,RS,1,28/10/2022,47470259000160,Pessoa Jurídica,ADYEN DO BRASIL INSTITUICAO DE PAGAMENTO LTDA,ADYEN DO BRASIL INSTITUICAO DE PAGAMENTO LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO,5000,48143780,210001609945
ROBERTO ARGENTA,PSC,Governador,13/09/2022,RS,1,28/10/2022,47470259000160,Pessoa Jurídica,ADYEN DO BRASIL INSTITUICAO DE PAGAMENTO LTDA,ADYEN DO BRASIL INSTITUICAO DE PAGAMENTO LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO,5000,48143715,210001609945
ONYX DORNELLES LORENZONI,PL,Governador,13/09/2022,RS,2,18/11/2022,47464234000153,Pessoa Jurídica,FACEBOOK PROCESSADO POR ADYEN,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO FACEBOOK,3500,50743728,210001609934
ROBERTO ARGENTA,PSC,Governador,13/09/2022,RS,1,28/10/2022,47470259000160,Pessoa Jurídica,ADYEN DO BRASIL INSTITUICAO DE PAGAMENTO LTDA,ADYEN DO BRASIL INSTITUICAO DE PAGAMENTO LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO,5000,48142943,210001609945
GLADSON DE LIMA CAMELI,PP,Governador,14/09/2022,AC,1,21/11/2022,47529041000133,Pessoa Jurídica,DLOCAL A SERVIÇO DE FACEBOOK SERVIÇOS ONLINE DO BRASIL LTDA,DLOCAL BRASIL INSTITUICAO DE PAGAMENTO S.A.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO DE CONTEÚDOS FACEBOOK ELEIÇ.2022,10000,50896540,10001612476
FERNANDO AFFONSO COLLOR DE MELLO,PTB,Governador,14/09/2022,AL,1,09/05/2023,47571651000103,Pessoa Jurídica,GOOGLE BRASIL INTERNET LTDA,GOOGLE BRASIL INTERNET LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO DIGITAL DE REDES SOCIAIS,3000,51756324,20001697076
