NM_CANDIDATO,SG_PARTIDO,DS_CARGO,DT_DESPESA,SG_UF,ST_TURNO,DT_PRESTACAO_CONTAS,NR_CNPJ_PRESTADOR_CONTA,DS_TIPO_FORNECEDOR,NM_FORNECEDOR,NM_FORNECEDOR_RFB,DS_ORIGEM_DESPESA,DS_DESPESA,VR_DESPESA_CONTRATADA,SQ_DESPESA,SQ_CANDIDATO
ROBERTO CLÁUDIO RODRIGUES BEZERRA,PDT,Governador,05/09/2022,CE,1,06/03/2023,47486614000199,Pessoa Jurídica,GOOGLE BRASIL INTERNET LTDA,GOOGLE BRASIL INTERNET LTDA.,Despesa com Impulsionamento de Conteúdos,DESP COM IMPULSIONAMENTO GOOGLE,48000,51602221,60001612926
ELMANO DE FREITAS DA COSTA,PT,Governador,05/09/2022,CE,1,17/11/2022,47529098000132,Pessoa Jurídica,GOOGLE INTERNET LTDA,GOOGLE BRASIL INTERNET LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO GOOGLE INTERNET,"25987,5",50676587,60001633585
ROBERTO CLÁUDIO RODRIGUES BEZERRA,PDT,Governador,05/09/2022,CE,1,06/03/2023,47486614000199,Pessoa Jurídica,DLOCAL BRASIL INSTITUICAO DE PAGAMENTO S A,DLOCAL BRASIL INSTITUICAO DE PAGAMENTO S.A.,Despesa com Impulsionamento de Conteúdos,DESP COM IMPULSIONAMENTO FACEBOOK,35000,51602061,60001612926
ROBERTO CLÁUDIO RODRIGUES BEZERRA,PDT,Governador,05/09/2022,CE,1,06/03/2023,47486614000199,Pessoa Jurídica,DLOCAL BRASIL INSTITUICAO DE PAGAMENTO S A,DLOCAL BRASIL INSTITUICAO DE PAGAMENTO S.A.,Despesa com Impulsionamento de Conteúdos,DESP COM IMPULSONAMENTO FACEBOOK,35000,51602021,60001612926
ELMANO DE FREITAS DA COSTA,PT,Governador,05/09/2022,CE,1,17/11/2022,47529098000132,Pessoa Jurídica,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO DE CONTEÚDO FACEBOOK,"75083,2",50676177,60001633585
WAGNER SOUSA GOMES,UNIÃO,Governador,05/09/2022,CE,1,26/01/2023,47464527000130,Pessoa Jurídica,GOOGLE BRASIL INTERNET LTDA,GOOGLE BRASIL INTERNET LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO NO GOOGLE,80000,51479810,60001608845
ELMANO DE FREITAS DA COSTA,PT,Governador,05/09/2022,CE,1,17/11/2022,47529098000132,Pessoa Jurídica,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO FACEBOOK ELMANO DE FREITAS,"75083,2",50676420,60001633585
ELMANO DE FREITAS DA COSTA,PT,Governador,05/09/2022,CE,1,17/11/2022,47529098000132,Pessoa Jurídica,GOOGLE INTERNET LTDA,GOOGLE BRASIL INTERNET LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO DE REDE GOOGLE,"25987,5",50676179,60001633585
ELMANO DE FREITAS DA COSTA,PT,Governador,05/09/2022,CE,1,17/11/2022,47529098000132,Pessoa Jurídica,GOOGLE INTERNET LTDA,GOOGLE BRASIL INTERNET LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO GOOGLE INTERNET,"25987,5",50676307,60001633585
PAULO OCTÁVIO ALVES PEREIRA,PSD,Governador,05/09/2022,DF,1,14/12/2022,47578655000105,Pessoa Jurídica,ADYEN BR LTDA ( PRESTADORA DO FACEBOOK CNPJ 12347016/000117),ADYEN DO BRASIL INSTITUICAO DE PAGAMENTO LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO INTERM. ADYEN PARA FACEBOOK,7915,51329995,70001723172
IBANEIS ROCHA BARROS JÚNIOR,MDB,Governador,05/09/2022,DF,1,22/11/2022,47552720000123,Pessoa Jurídica,GOOGLE BRASIL INTERNET LTDA,GOOGLE BRASIL INTERNET LTDA.,Despesa com Impulsionamento de Conteúdos,GOOGLE - IMPULSIONAMENTO,15000,50971040,70001651044
IBANEIS ROCHA BARROS JÚNIOR,MDB,Governador,05/09/2022,DF,1,22/11/2022,47552720000123,Pessoa Jurídica,FACEBOOK BRASIL,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,Despesa com Impulsionamento de Conteúdos,FACEBOOK - IMPULSIONAMENTO,10000,50969197,70001651044
GUERINO LUIZ ZANON,PSD,Governador,05/09/2022,ES,1,01/11/2022,47582588000100,Pessoa Jurídica,GOOGLE BRASIL INTERNET LTDA,GOOGLE BRASIL INTERNET LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO DE CONTEUDOS,10000,49260949,80001723584
GUERINO LUIZ ZANON,PSD,Governador,05/09/2022,ES,1,01/11/2022,47582588000100,Pessoa Jurídica,FACEBOOK SERVIÇOS ONLINE DO BRASIL LTDA,DLOCAL BRASIL INSTITUICAO DE PAGAMENTO S.A.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO DE CONTEUDOS,20000,49260950,80001723584
VITOR HUGO DE ARAUJO ALMEIDA,PL,Governador,05/09/2022,GO,1,09/01/2023,47552026000106,Pessoa Jurídica,GOOGLE BRASIL INTERNET LTDA,GOOGLE BRASIL INTERNET LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO NO FACEBOOK NA CAMP CANDIDATO,30000,51426799,90001651833
LAHESIO RODRIGUES DO BONFIM,PSC,Governador,05/09/2022,MA,1,15/06/2023,47464785000117,Pessoa Jurídica,GOOGLE BRASIL INTERNET LTDA,GOOGLE BRASIL INTERNET LTDA.,Despesa com Impulsionamento de Conteúdos,IMPUSIONAMENTO DE CONTEUDO,20000,51842718,100001609046
WEVERTON ROCHA MARQUES DE SOUSA,PDT,Governador,05/09/2022,MA,1,01/11/2022,47358424000196,Pessoa Jurídica,GOOGLE BRASIL INTERNET LTDA,GOOGLE BRASIL INTERNET LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO GOOGLE,8400,48979973,100001599612
ROSIANE MODESTO DE OLIVEIRA,UNIÃO,Governador,05/09/2022,MS,1,19/12/2022,47509266000128,Pessoa Jurídica,GOOGLE BRASIL INTERNET LTDA,GOOGLE BRASIL INTERNET LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO O- GOOGLE,20000,51373979,120001618900
MARCIA APARECIDA KUHN  PINHEIRO,PV,Governador,05/09/2022,MT,1,16/03/2023,47573443000135,Pessoa Jurídica,DLOCAL A SERVIÇO DE FACEBOOK SERVIÇOS ONLINE DO BR,DLOCAL BRASIL INSTITUICAO DE PAGAMENTO S.A.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO FACEBOOK,2500,51630693,110001719846
MARCIA APARECIDA KUHN  PINHEIRO,PV,Governador,05/09/2022,MT,1,16/03/2023,47573443000135,Pessoa Jurídica,GOOGLE INTERNET LTDA,GOOGLE BRASIL INTERNET LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO GOOGLE,2500,51630532,110001719846
MIGUEL DE SOUZA LEÃO COELHO,UNIÃO,Governador,05/09/2022,PE,1,31/10/2022,47422957000190,Pessoa Jurídica,DLOCAL BRASIL INSTITUICAO DE PAGAMENTO S.A.,DLOCAL BRASIL INSTITUICAO DE PAGAMENTO S.A.,Despesa com Impulsionamento de Conteúdos,DESPESA COM IMPULSIONAMENTO,50000,48636352,170001604111
MIGUEL DE SOUZA LEÃO COELHO,UNIÃO,Governador,05/09/2022,PE,1,31/10/2022,47422957000190,Pessoa Jurídica,GOOGLE BRASIL INTERNET LTDA,GOOGLE BRASIL INTERNET LTDA.,Despesa com Impulsionamento de Conteúdos,DESPESA COM IMPULSIONAMENTO,50000,48636234,170001604111
SILVIO MENDES DE OLIVEIRA FILHO,UNIÃO,Governador,05/09/2022,PI,1,26/01/2023,47368979000119,Pessoa Jurídica,GOOGLE BRASIL INTERNET LTDA,GOOGLE BRASIL INTERNET LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO DE CONTEÚDOS REDES SOCIAIS,50000,51483451,180001600497
RAFAEL TAJRA FONTELES,PT,Governador,05/09/2022,PI,1,12/11/2022,47423364000148,Pessoa Jurídica,FACEBOOK SERVIÇOS ON LINE DO BRASIL LTDA,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,Despesa com Impulsionamento de Conteúdos,DESPESA COM IMPULSIONAMENTO,5000,50501608,180001604027
RAFAEL TAJRA FONTELES,PT,Governador,05/09/2022,PI,1,12/11/2022,47423364000148,Pessoa Jurídica,FACEBOOK SERVIÇOS ON LINE DO BRASIL LTDA,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,Despesa com Impulsionamento de Conteúdos,DESPESA COM IMPULSIONAMENTO DE CONTEÚDOS,5000,50501603,180001604027
RAFAEL TAJRA FONTELES,PT,Governador,05/09/2022,PI,1,12/11/2022,47423364000148,Pessoa Jurídica,FACEBOOK SERVIÇOS ON LINE DO BRASIL LTDA,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,Despesa com Impulsionamento de Conteúdos,DESPESA COM IMPULSIONAMENTO DE CONTEÚDOS,5000,50501661,180001604027
RAFAEL TAJRA FONTELES,PT,Governador,05/09/2022,PI,1,12/11/2022,47423364000148,Pessoa Jurídica,FACEBOOK SERVIÇOS ON LINE DO BRASIL LTDA,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,Despesa com Impulsionamento de Conteúdos,DESPESA COM IMPULSIONAMENTO DE CONTEÚDOS,5000,50499261,180001604027
RAFAEL TAJRA FONTELES,PT,Governador,05/09/2022,PI,1,12/11/2022,47423364000148,Pessoa Jurídica,GOOGLE INTERNET LTDA,GOOGLE BRASIL INTERNET LTDA.,Despesa com Impulsionamento de Conteúdos,DESPESA COM IMPULSIONAMENTO DE CONTEÚDO,40000,50501729,180001604027
SILVIO MENDES DE OLIVEIRA FILHO,UNIÃO,Governador,05/09/2022,PI,1,26/01/2023,47368979000119,Pessoa Jurídica,DLOCAL BRASIL INSTITUICAO DE PAGAMENTO S.A.,DLOCAL BRASIL INSTITUICAO DE PAGAMENTO S.A.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO DE REDES SOCIAS,50000,51483876,180001600497
RAFAEL TAJRA FONTELES,PT,Governador,05/09/2022,PI,1,12/11/2022,47423364000148,Pessoa Jurídica,FACEBOOK SERVIÇOS ON LINE DO BRASIL LTDA,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,Despesa com Impulsionamento de Conteúdos,DESPESA COM IMPULSIONAMENTO,5000,50501571,180001604027
RAFAEL TAJRA FONTELES,PT,Governador,05/09/2022,PI,1,12/11/2022,47423364000148,Pessoa Jurídica,FACEBOOK SERVIÇOS ON LINE DO BRASIL LTDA,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,Despesa com Impulsionamento de Conteúdos,DESPESA COM IMPULSIONAMENTO DE CONTEÚDOS,5000,50501695,180001604027
MARCOS ROGERIO DA SILVA BRITO,PL,Governador,05/09/2022,RO,2,07/06/2023,47552805000101,Pessoa Jurídica,ADYEN DO BRASIL LTDA,ADYEN DO BRASIL INSTITUICAO DE PAGAMENTO LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO DE CONTEUDOS,7000,51828212,220001647595
MARCOS ROGERIO DA SILVA BRITO,PL,Governador,05/09/2022,RO,2,07/06/2023,47552805000101,Pessoa Jurídica,ADYEN DO BRASIL LTDA,ADYEN DO BRASIL INSTITUICAO DE PAGAMENTO LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO DE CONTEUDOS,6000,51827350,220001647595
MARCOS ROGERIO DA SILVA BRITO,PL,Governador,05/09/2022,RO,2,07/06/2023,47552805000101,Pessoa Jurídica,ADYEN DO BRASIL LTDA,ADYEN DO BRASIL INSTITUICAO DE PAGAMENTO LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO DE CONTEUDOS,7000,51828213,220001647595
MARIA TERESA SAENZ SURITA GUIMARÂES,MDB,Governador,05/09/2022,RR,1,01/11/2022,47395379000140,Pessoa Jurídica,ADYEN BR LTDA,ADYEN DO BRASIL INSTITUICAO DE PAGAMENTO LTDA.,Despesa com Impulsionamento de Conteúdos,DESPESA COM IMPULSIONAMENTO DE CONTEÚDO,20000,47629003,230001602186
MARIA TERESA SAENZ SURITA GUIMARÂES,MDB,Governador,05/09/2022,RR,1,01/11/2022,47395379000140,Pessoa Jurídica,GOOGLE BRASIL INTERNET LTDA,GOOGLE BRASIL INTERNET LTDA.,Despesa com Impulsionamento de Conteúdos,DESPESA COM IMPULSIONAMENTO DE CONTEÚDO,20000,47628727,230001602186
JOÃO EDEGAR PRETTO,PT,Governador,05/09/2022,RS,1,30/03/2023,47423222000180,Pessoa Jurídica,GOOGLE INTERNET LTDA,GOOGLE BRASIL INTERNET LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO DE CONTEÚDO REDES SOCIAIS,5000,51666361,210001604469
CARLOS EDUARDO VIEIRA DA CUNHA,PDT,Governador,05/09/2022,RS,1,24/10/2022,47493244000117,Pessoa Jurídica,DLOCAL A SERVIÇO DE FACEBOOK SERVIÇOS ONLINE DO BRASIL LTDA,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,Despesa com Impulsionamento de Conteúdos,IMPOLSIONAMENTO FACEBOOK,10000,47341779,210001615206
LUIS CARLOS HEINZE,PP,Governador,05/09/2022,RS,1,04/04/2023,47508388000108,Pessoa Jurídica,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,Despesa com Impulsionamento de Conteúdos,CREDITO DE IMPULSIONAMENTO,1000,51677704,210001619618
ODAIR TRAMONTIN,NOVO,Governador,05/09/2022,SC,1,25/10/2022,47441193000180,Pessoa Jurídica,FACEBOOK SERVIÇOS ONLINE DO BRASIL LTDA.,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO,20000,47482743,240001605909
SÉRGIO DE OLIVEIRA CUNHA,PSD,Governador,06/09/2022,AC,1,01/11/2022,47386421000166,Pessoa Jurídica,GOOGLE INTERNET LTDA,GOOGLE BRASIL INTERNET LTDA.,Despesa com Impulsionamento de Conteúdos,GOOGLE INTERNET BRASIL,10000,49666138,10001601556
SÉRGIO DE OLIVEIRA CUNHA,PSD,Governador,06/09/2022,AC,1,01/11/2022,47386421000166,Pessoa Jurídica,DLOCAL A SERVIÇO DE FACEBOOK SERVIÇOS ONLINE DO BRASIL LTDA,DLOCAL BRASIL INSTITUICAO DE PAGAMENTO S.A.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO DE CONTEUDO,40000,49666283,10001601556
MARCIO MIGUEL BITTAR,UNIÃO,Governador,06/09/2022,AC,1,28/10/2022,47517899000188,Pessoa Jurídica,GOOGLE INTERNET LTDA,GOOGLE BRASIL INTERNET LTDA.,Despesa com Impulsionamento de Conteúdos,GOOGLE INTERNET,20000,48067249,10001623440
CAROLINE DA SILVA BRAZ,PDT,Governador,06/09/2022,AM,1,29/12/2022,47508993000170,Pessoa Jurídica,BYTEDANCE BRASIL,BYTEDANCE BRASIL TECNOLOGIA LTDA.,Despesa com Impulsionamento de Conteúdos,IMPUSIONAMENTO TIKTOK,5000,51413682,40001618329
LUIS RICARDO SALDANHA NICOLAU,SOLIDARIEDADE,Governador,06/09/2022,AM,1,25/11/2022,47533841000128,Pessoa Jurídica,DLOCAL A SERVICO D FACEBOOK SE,DLOCAL BRASIL INSTITUICAO DE PAGAMENTO S.A.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO FACEBOOK,30000,51032829,40001639064
CAROLINE DA SILVA BRAZ,PDT,Governador,06/09/2022,AM,1,29/12/2022,47508993000170,Pessoa Jurídica,GOOGLE E BRASIL INTERNET LTDA.,GOOGLE BRASIL INTERNET LTDA.,Despesa com Impulsionamento de Conteúdos,IMPUSIONAMENTO - GOOGLE,5000,51412794,40001618329
LUIZ INÁCIO LULA DA SILVA,PT,Presidente,06/09/2022,BR,2,26/11/2022,47453689000173,Pessoa Jurídica,DLOCAL BRASIL INSTITUICAO DE PAGAMENTO S.A,DLOCAL BRASIL INSTITUICAO DE PAGAMENTO S.A.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO DIGITAL FACEBOOK,78500,51059799,280001607829
ELMANO DE FREITAS DA COSTA,PT,Governador,06/09/2022,CE,1,17/11/2022,47529098000132,Pessoa Jurídica,GOOGLE INTERNET LTDA,GOOGLE BRASIL INTERNET LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO DE REDE GOOGLE,"25987,5",50676479,60001633585
EDIGAR ANTONIO DINIZ JUNIOR,NOVO,Governador,06/09/2022,GO,1,26/10/2022,47508832000187,Pessoa Jurídica,FACEBOOK SERVIÇOS ONLINE DO BRASIL - LTDA,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO DE CONTEUDO,500,47673592,90001618706
EDIGAR ANTONIO DINIZ JUNIOR,NOVO,Governador,06/09/2022,GO,1,26/10/2022,47508832000187,Pessoa Jurídica,GOOGLE BRASIL SERVIÇOS ONLINE,GOOGLE BRASIL INTERNET LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO DE CONTEUDO,"45,79",47673633,90001618706
VITOR HUGO DE ARAUJO ALMEIDA,PL,Governador,06/09/2022,GO,1,09/01/2023,47552026000106,Pessoa Jurídica,ADYEN DO BRASIL INSTITUICAO DE PAGAMENTO LTDA,ADYEN DO BRASIL INSTITUICAO DE PAGAMENTO LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO DO FACEBOOK NA CAMP CANDIDATO,30000,51426157,90001651833
CARLOS ORLEANS BRANDÃO JÚNIOR,PSB,Governador,06/09/2022,MA,1,19/11/2022,47562669000130,Pessoa Jurídica,DLOCAL BRASIL INSTITUICAO DE PAGAMENTO S.A.,DLOCAL BRASIL INSTITUICAO DE PAGAMENTO S.A.,Despesa com Impulsionamento de Conteúdos,CREDITO PARA IMPULSIONAMENTO EM REDES SOCIAIS,20000,50868266,100001667487
ANDERSON FERREIRA RODRIGUES,PL,Governador,06/09/2022,PE,1,24/02/2023,47405831000107,Pessoa Jurídica,GOOGLE BRASIL INTERNET LTDA.,GOOGLE BRASIL INTERNET LTDA.,Despesa com Impulsionamento de Conteúdos,IMPUSIONAMENTO,40000,51574164,170001602587
CARLOS ROBERTO MASSA JUNIOR,PSD,Governador,06/09/2022,PR,1,14/11/2022,47492669000101,Pessoa Jurídica,GOOGLE BRASIL INTERNET LTDA,GOOGLE BRASIL INTERNET LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO DE CONTEUDOS,77500,50541941,160001614467
RODRIGO NEVES BARRETO,PDT,Governador,06/09/2022,RJ,1,27/04/2023,47492872000188,Pessoa Jurídica,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,Despesa com Impulsionamento de Conteúdos,DESPESA DE IMPULSIONAMENTO DE CONTEUDO,30000,51726127,190001614665
RODRIGO NEVES BARRETO,PDT,Governador,06/09/2022,RJ,1,27/04/2023,47492872000188,Pessoa Jurídica,GOOGLE BRASIL INTERNET LTDA,GOOGLE BRASIL INTERNET LTDA.,Despesa com Impulsionamento de Conteúdos,DESPESA DE IMPULSIONAMENTO DE CONTEUDO,50000,51726405,190001614665
FÁBIO BERCKMANS VERAS DANTAS,SOLIDARIEDADE,Governador,06/09/2022,RN,1,01/11/2022,47486730000108,Pessoa Jurídica,DLOCAL BRASIL PAGAMENTOS LTDA,DLOCAL BRASIL INSTITUICAO DE PAGAMENTO S.A.,Despesa com Impulsionamento de Conteúdos,SERVICO DE IMPULSIONAMENTO DE CONTEUDOS DO FACEBOK,5000,49150636,200001613178
ANTONIO OLIVERIO GARCIA DE ALMEIDA,PP,Governador,06/09/2022,RR,1,01/11/2022,47423086000129,Pessoa Jurídica,GOOGLE BRASIL INTERNET LTDA,GOOGLE BRASIL INTERNET LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO DE CONTEUDO,3000,48923693,230001604255
ANTONIO OLIVERIO GARCIA DE ALMEIDA,PP,Governador,06/09/2022,RR,1,01/11/2022,47423086000129,Pessoa Jurídica,FACEBOOK,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO DE CONTEUDO,3000,48923862,230001604255
ONYX DORNELLES LORENZONI,PL,Governador,06/09/2022,RS,2,18/11/2022,47464234000153,Pessoa Jurídica,FACEBOOK PROCESSADO POR ADYEN,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO CONTEUDO FACEBOOCK,7500,50745062,210001609934
ONYX DORNELLES LORENZONI,PL,Governador,06/09/2022,RS,2,18/11/2022,47464234000153,Pessoa Jurídica,GOOGLE BRASIL INTERNET LTDA,GOOGLE BRASIL INTERNET LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO GOEGLE,10000,50746040,210001609934
ONYX DORNELLES LORENZONI,PL,Governador,06/09/2022,RS,2,18/11/2022,47464234000153,Pessoa Jurídica,FACEBOOK PROCESSADO POR ADYEN,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO NO FACEBOOCK,2500,50746041,210001609934
EDUARDO FIGUEIREDO CAVALHEIRO LEITE,PSDB,Governador,06/09/2022,RS,2,09/12/2022,47463739000101,Pessoa Jurídica,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO FACEBOOK,10000,51280416,210001609847
JAIME DOMINGUES NUNES,PSD,Governador,07/09/2022,AP,1,06/02/2023,47546958000146,Pessoa Jurídica,FACEBOOOK SERVICOS ONLINE DO BRASIL LTDA,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,Despesa com Impulsionamento de Conteúdos,DESPESA COM IMPULSIONAMENTO DE CONTEUDO,7000,51518387,30001643108
